核心客户号|签约日期|当前签约日期|零售签约产品代码|零售签约产品描述|签约口径说明
1236742784|2012/5/25|2012/5/25|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1506937639|2014/2/27|2014/2/27|60120|智家卡|小区金融，卡BIN为“621691”； 
1528130935|2016/2/24|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1504085952|2013/10/24|2016/1/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1527635126|2016/1/25|2016/2/1|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1528098661|2016/2/23|2016/2/23|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1527099911|2015/12/30|2015/12/30|60120|智家卡|小区金融，卡BIN为“621691”； 
1510426396|2014/6/16|2015/11/19|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1330863959|2016/1/22|2016/1/22|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1526847946|2015/12/20|2016/1/7|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1516240591|2015/5/26|2015/5/26|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1527750199|2016/2/2|2016/2/2|10172|保障型保险|INSUR_CATE_CODE = '2'
1511205959|2015/1/5|2015/9/11|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1526434668|2015/12/3|2015/12/23|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1082124952|2005/8/29|2011/4/8|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1521627422|2016/2/18|2016/2/18|10102A|短期定期存款|产品包括（三个月及以下定期存款 和 六个月定期存款）余额>0
1302600265|2012/3/4|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1123584363|2006/3/25|2015/11/9|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1521117098|2016/3/22|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1298852237|2012/2/1|2015/9/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1178024995|2014/12/5|2014/12/10|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1190400400|2015/9/29|2015/9/29|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1148278896|2007/6/18|2013/7/11|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1206014034|2009/10/9|2010/9/14|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1507705666|2014/3/23|2014/3/23|60120|智家卡|小区金融，卡BIN为“621691”； 
1523323681|2015/7/25|2016/1/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1519755045|2015/3/17|2016/1/7|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1099087833|2004/11/4|2016/2/21|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1189441730|2015/12/8|2016/3/2|70100|个人结售汇|从最早到统计日期中发生过交易的客户
1270090184|2012/2/2|2012/2/2|10121|结构性理财|产品编号 FSCA开头,且余额大于0
1505870390|2015/4/21|2015/4/21|30105|普通信用卡(金卡)|信用卡表卡状态'01'，结束日期大于20140430，卡级别为'30'
1519192630|2015/2/12|2015/2/12|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1501191807|2013/11/15|2015/9/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1516176973|2014/12/13|2014/12/13|60120|智家卡|小区金融，卡BIN为“621691”； 
1515648849|2014/11/29|2014/11/29|60120|智家卡|小区金融，卡BIN为“621691”； 
1521349093|2015/5/17|2015/5/17|10124|翠竹系列（中流通性）理财|产品编号FSAB开头 且余额大于0
1511394840|2014/7/14|2014/7/14|60120|智家卡|小区金融，卡BIN为“621691”； 
1153864560|2016/3/1|2016/3/1|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1505732661|2013/12/21|2013/12/21|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1506161942|2014/1/11|2014/1/11|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1528026557|2016/2/19|2016/2/19|20150|钱生钱C|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1263189896|2011/1/25|2011/1/25|10105|金积存|金积存：个人金积存主合约中签约客户,余额>0
1519447209|2015/6/19|2016/1/29|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1516514617|2014/12/25|2016/2/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1507197257|2014/3/7|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1514385061|2014/10/23|2016/2/16|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1526367166|2015/11/30|2015/11/30|60114|商户卡|借记卡折一本通（卡bin622619）
1504903857|2014/1/2|2014/1/2|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1508453494|2016/3/1|2016/3/1|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1229201888|2011/3/30|2016/1/10|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1501205054|2015/12/25|2015/12/25|60114|商户卡|借记卡折一本通（卡bin622619）
1514650294|2014/10/31|2014/10/31|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1504728238|2013/11/18|2013/11/18|10105|金积存|金积存：个人金积存主合约中签约客户,余额>0
1521225066|2015/5/15|2015/5/15|10124|翠竹系列（中流通性）理财|产品编号FSAB开头 且余额大于0
1505414829|2013/12/11|2015/11/30|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1523825249|2015/8/16|2015/8/16|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1243245809|2014/9/3|2014/9/3|60120|智家卡|小区金融，卡BIN为“621691”； 
1231017852|2012/2/2|2012/2/2|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1522944281|2015/7/7|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1274304076|2015/6/16|2015/6/16|60114|商户卡|借记卡折一本通（卡bin622619）
1266159596|2012/5/2|2015/10/28|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1516180527|2014/12/13|2014/12/13|60120|智家卡|小区金融，卡BIN为“621691”； 
1508409166|2014/4/11|2016/1/7|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1509252837|2014/6/9|2014/6/9|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1524786185|2015/9/23|2015/9/23|60114|商户卡|借记卡折一本通（卡bin622619）
1500682683|2016/1/21|2016/1/21|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1525732842|2015/11/5|2015/11/5|60114|商户卡|借记卡折一本通（卡bin622619）
1527103059|2016/1/8|2016/2/16|10102A|短期定期存款|产品包括（三个月及以下定期存款 和 六个月定期存款）余额>0
1524712955|2015/10/20|2015/10/20|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1526507059|2016/1/2|2016/1/2|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1505492211|2016/2/25|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1523252318|2015/7/22|2015/7/22|60120|智家卡|小区金融，卡BIN为“621691”； 
1513980879|2014/10/10|2014/10/10|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1512533334|2014/8/24|2014/8/24|60120|智家卡|小区金融，卡BIN为“621691”； 
1160789664|2015/6/11|2015/6/11|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1526065480|2015/11/18|2016/3/22|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1515225085|2014/11/18|2014/11/18|20150|钱生钱C|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1515232176|2014/11/18|2014/11/18|60120|智家卡|小区金融，卡BIN为“621691”； 
1142151362|2013/9/29|2015/12/24|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1524823632|2015/9/24|2015/9/24|60120|智家卡|小区金融，卡BIN为“621691”； 
1524800255|2015/9/23|2015/9/23|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1525364407|2016/3/9|2016/3/9|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1522376782|2015/6/19|2015/11/12|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1211254373|2014/11/14|2014/11/14|60120|智家卡|小区金融，卡BIN为“621691”； 
1098772007|2016/2/16|2016/2/16|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1507013108|2014/3/2|2014/3/2|60120|智家卡|小区金融，卡BIN为“621691”； 
1506288676|2014/4/20|2014/4/20|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1231572015|2010/3/16|2010/3/16|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1527418414|2016/1/29|2016/1/29|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1515319750|2014/11/20|2014/11/20|60120|智家卡|小区金融，卡BIN为“621691”； 
1110609012|2016/3/1|2016/3/1|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1527883626|2016/2/5|2016/2/5|60114|商户卡|借记卡折一本通（卡bin622619）
1097700153|2007/8/22|2007/8/22|30105|普通信用卡(金卡)|信用卡表卡状态'01'，结束日期大于20140430，卡级别为'30'
1527085840|2015/12/30|2015/12/30|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1327093526|2014/1/2|2016/2/16|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1506540072|2014/2/8|2016/3/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1195919367|2013/5/3|2013/5/3|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1516330757|2014/12/18|2014/12/18|60120|智家卡|小区金融，卡BIN为“621691”； 
1526001052|2015/11/15|2015/12/29|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1254481470|2016/2/1|2016/2/1|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1512993687|2014/12/20|2016/2/1|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1519871044|2015/3/20|2015/3/20|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1519562158|2015/3/10|2015/3/10|60120|智家卡|小区金融，卡BIN为“621691”； 
1520934665|2015/4/28|2016/1/7|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1226248608|2016/1/29|2016/1/29|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1510013603|2014/6/4|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1273957409|2015/10/21|2015/10/21|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1520493057|2016/3/22|2016/3/22|10131|货币型基金|基金交易流水表（产品属性为货币型  1）且市值>0
1167381078|2015/1/23|2015/1/23|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1516314765|2014/12/18|2015/10/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1526431563|2015/12/3|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1505928338|2016/3/22|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1512911100|2014/9/4|2016/1/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1516481949|2014/12/24|2015/11/9|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1317246264|2016/1/18|2016/3/1|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1526171249|2015/11/22|2015/11/22|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1520665702|2015/4/18|2015/4/18|60120|智家卡|小区金融，卡BIN为“621691”； 
1522806610|2015/7/15|2015/7/15|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1505783505|2013/12/24|2016/2/16|10105|金积存|金积存：个人金积存主合约中签约客户,余额>0
1206014034|2012/1/21|2016/3/22|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1526739052|2015/12/16|2015/12/16|60120|智家卡|小区金融，卡BIN为“621691”； 
1216109520|2009/4/17|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1504911812|2013/11/24|2016/2/1|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1527062429|2015/12/29|2015/12/29|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1299352019|2013/9/18|2013/9/18|20150|钱生钱C|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1509949803|2015/7/30|2015/7/30|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1500055345|2014/10/11|2014/10/11|30105|普通信用卡(金卡)|信用卡表卡状态'01'，结束日期大于20140430，卡级别为'30'
1505875434|2013/12/27|2013/12/27|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1147428879|2007/1/5|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1513068292|2014/9/11|2014/9/11|60120|智家卡|小区金融，卡BIN为“621691”； 
1520451348|2015/4/10|2015/4/10|60120|智家卡|小区金融，卡BIN为“621691”； 
1151439803|2014/2/18|2014/2/18|10124|翠竹系列（中流通性）理财|产品编号FSAB开头 且余额大于0
1506076442|2014/1/7|2014/1/7|60120|智家卡|小区金融，卡BIN为“621691”； 
1149238708|2015/12/21|2015/12/21|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1519212842|2015/2/13|2015/2/13|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1527096426|2015/12/30|2015/12/30|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1520685888|2015/9/27|2015/9/27|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1331543305|2012/10/30|2016/3/22|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1515289851|2014/11/19|2014/11/19|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1518296266|2015/11/2|2016/2/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1512054688|2014/8/7|2016/2/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1516836920|2015/1/7|2016/1/9|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1151130772|2015/9/23|2015/9/23|60114|商户卡|借记卡折一本通（卡bin622619）
1528091812|2016/3/8|2016/3/8|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1528023321|2016/2/19|2016/2/19|10124|翠竹系列（中流通性）理财|产品编号FSAB开头 且余额大于0
1505061816|2013/11/28|2015/9/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1527669229|2016/1/26|2016/1/26|60114|商户卡|借记卡折一本通（卡bin622619）
1516516136|2014/12/25|2014/12/25|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1527101102|2015/12/30|2016/2/1|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1527850433|2016/3/5|2016/3/20|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1337102935|2014/5/16|2016/1/7|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1222105977|2014/1/24|2014/1/24|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1521813022|2015/5/31|2015/5/31|60120|智家卡|小区金融，卡BIN为“621691”； 
1528019237|2016/2/19|2016/2/19|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1293418165|2012/3/1|2015/10/28|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1111503854|2013/10/20|2013/10/20|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1288313528|2015/4/15|2016/1/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1257764284|2014/1/9|2014/1/9|60120|智家卡|小区金融，卡BIN为“621691”； 
1503583435|2013/9/29|2015/9/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1154706022|2015/2/15|2015/2/15|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1090180586|2012/11/17|2012/11/17|60114|商户卡|借记卡折一本通（卡bin622619）
1164807055|2007/7/18|2007/7/18|101121|住房按揭|A101一手住宅按揭贷款、A102二手住宅按揭贷款、A103一手住宅同名转按揭贷款、A104二手住宅同名转按揭贷款，且未结清
1504294173|2015/4/14|2015/4/14|60114|商户卡|借记卡折一本通（卡bin622619）
1511663225|2016/3/22|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1504310220|2013/11/1|2013/11/1|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1142277009|2014/1/12|2014/1/12|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1515426703|2014/11/24|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1510059255|2014/6/5|2014/6/5|60120|智家卡|小区金融，卡BIN为“621691”； 
1507864056|2014/3/27|2014/3/27|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1520546609|2015/4/14|2015/4/14|60120|智家卡|小区金融，卡BIN为“621691”； 
1527125709|2015/12/31|2016/1/27|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1275043301|2011/5/29|2015/9/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1515225085|2015/10/11|2015/10/11|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1509928452|2014/5/31|2014/5/31|60120|智家卡|小区金融，卡BIN为“621691”； 
1506029317|2014/1/4|2014/1/4|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1515179051|2014/11/17|2014/11/17|60120|智家卡|小区金融，卡BIN为“621691”； 
1108568638|2012/2/1|2015/2/13|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1188363370|2008/11/6|2015/3/26|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1522376782|2015/10/27|2015/10/27|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1506937671|2014/2/27|2014/2/27|60120|智家卡|小区金融，卡BIN为“621691”； 
1506523172|2015/11/27|2015/11/27|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1527217693|2016/1/6|2016/1/6|60120|智家卡|小区金融，卡BIN为“621691”； 
1512372803|2014/8/19|2014/8/19|60120|智家卡|小区金融，卡BIN为“621691”； 
1213326463|2009/2/9|2009/2/9|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1220981900|2016/3/8|2016/3/8|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1514046561|2014/10/12|2014/10/12|60120|智家卡|小区金融，卡BIN为“621691”； 
1523107226|2015/7/15|2016/3/22|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1339648849|2012/12/11|2012/12/11|60114|商户卡|借记卡折一本通（卡bin622619）
1501047834|2015/6/15|2015/6/18|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1526840943|2015/12/20|2015/12/20|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1287025718|2012/3/23|2015/11/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1502489886|2013/8/12|2013/8/12|70100|个人结售汇|从最早到统计日期中发生过交易的客户
1331669757|2012/12/13|2014/8/29|10102A|短期定期存款|产品包括（三个月及以下定期存款 和 六个月定期存款）余额>0
1506580559|2014/2/11|2014/2/11|60120|智家卡|小区金融，卡BIN为“621691”； 
1528646520|2016/3/17|2016/3/22|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1238665569|2010/3/26|2016/3/22|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1510967698|2015/1/1|2016/3/22|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1519249192|2015/2/15|2015/2/15|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1516737314|2015/1/1|2015/1/1|60120|智家卡|小区金融，卡BIN为“621691”； 
1516003324|2014/12/9|2015/9/29|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1226248608|2010/2/22|2010/2/22|30102|信用卡关联还款|信用卡关联还款：持有我行信用卡的客户设置了关联还款账户，则该客户持有信用卡关联还款
1520007990|2015/3/25|2015/9/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1104187157|2008/2/21|2015/12/29|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1526620563|2015/12/11|2015/12/11|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1118478330|2013/7/4|2013/7/4|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1265967044|2013/8/1|2016/1/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1302202163|2012/5/15|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1506773683|2016/3/22|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1526673309|2015/12/14|2015/12/15|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1505706299|2013/12/20|2015/11/30|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1142415839|2015/5/26|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1516288829|2014/12/17|2014/12/17|20150|钱生钱C|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1514088975|2014/10/14|2014/10/14|60120|智家卡|小区金融，卡BIN为“621691”； 
1240600201|2013/6/5|2013/6/5|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1523397567|2015/7/29|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1208215975|2008/10/30|2016/1/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1505491215|2013/12/13|2013/12/13|60120|智家卡|小区金融，卡BIN为“621691”； 
1514489602|2014/10/27|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1503712957|2015/7/13|2015/7/30|70100|个人结售汇|从最早到统计日期中发生过交易的客户
1526432058|2015/12/3|2015/12/3|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1152772333|2010/10/21|2010/10/21|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1509751283|2014/5/26|2014/5/26|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1502768869|2015/10/27|2015/10/27|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1162006815|2007/6/11|2007/6/11|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1527854335|2016/2/3|2016/2/16|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1509302611|2014/5/12|2014/5/12|60120|智家卡|小区金融，卡BIN为“621691”； 
1518683626|2015/1/22|2015/1/22|60120|智家卡|小区金融，卡BIN为“621691”； 
1151439803|2014/8/8|2014/8/8|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1519027675|2015/2/5|2015/2/5|60120|智家卡|小区金融，卡BIN为“621691”； 
1100500215|2015/11/30|2016/3/1|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1523399632|2015/7/29|2015/7/29|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1140020899|2010/10/28|2010/10/28|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1154464394|2015/1/9|2015/1/9|20191|贵金属实盘|零售客户金融资产代码为160,且金额>0
1519522165|2015/3/8|2015/9/29|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1525032876|2015/10/8|2016/2/25|10105|金积存|金积存：个人金积存主合约中签约客户,余额>0
1509064550|2014/5/5|2016/1/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1522669321|2015/6/26|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1501053971|2014/3/25|2015/9/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1522937344|2015/7/7|2015/7/7|60114|商户卡|借记卡折一本通（卡bin622619）
1281883943|2014/7/7|2016/3/16|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1508453494|2014/4/13|2014/4/13|10124|翠竹系列（中流通性）理财|产品编号FSAB开头 且余额大于0
1527700991|2016/1/27|2016/2/1|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1527958644|2016/2/16|2016/2/16|60114|商户卡|借记卡折一本通（卡bin622619）
1511486634|2014/7/17|2014/7/17|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1516693366|2014/12/30|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1186910435|2014/6/27|2014/6/27|20220|如意宝|T03_RYBAO_ACCT中客户为有效客户，则认为是签约客户
1269452061|2012/3/2|2016/1/5|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1506155307|2014/1/11|2014/1/11|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1527373361|2016/1/13|2016/1/13|60120|智家卡|小区金融，卡BIN为“621691”； 
1521355240|2015/6/25|2015/6/25|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1508347549|2014/4/9|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
